"product_id","sku","url","title","color","sale_price/amount","sale_price/amount_with_symbol","retail_price/amount","retail_price/amount_with_symbol","discount_percentage","category_name","category_id","description","reviews_count","average_rating"
"20878839","sm2306301783674216","https://us.shein.com/Manfinity-Homme-Loose-Men-s-Solid-Color-Half-Button-Shirt-p-20878839-cat-1979.html","Manfinity Homme Loose Men's Solid Color Half Button Shirt","White","14.79","$14.79","15.89","$15.89","7","Men Shirts","1979","Color: White
Style: Casual
Pattern Type: Plain
Type: Top
Neckline: Notched
Sleeve Length: Short Sleeve
Details: Button Front
Sleeve Type: Regular Sleeve
Length: Regular
Fit Type: Loose
Fabric: Non-Stretch
Material: Woven Fabric
Composition: 100% Cotton
Care Instructions: Machine wash or professional dry clean
Sheer: No
","100","4.94"
"19133009","sm2305237155859909","https://us.shein.com/Men-Slogan-Cartoon-Graphic-Tee-p-19133009-cat-1980.html","Men Slogan & Cartoon Graphic Tee","Apricot","8.89","$8.89","9.59","$9.59","7","Men T-Shirts","1980","Color: Apricot
Style: Casual
Pattern Type: Cartoon
Pattern Type: Slogan
Neckline: Round Neck
Sleeve Length: Short Sleeve
Sleeve Type: Drop Shoulder
Length: Regular
Fit Type: Regular Fit
Fabric: Slight Stretch
Material: Fabric
Composition: 100% Polyester
Care Instructions: Machine wash, do not dry clean
Sheer: No
","500","4.9"
"28330931","rm2311177646418116","https://us.shein.com/ROMWE-Grunge-Punk-Men-s-Washed-T-Shirt-With-Blurry-Portrait-Printing-p-28330931-cat-1980.html","ROMWE Goth Men's Washed T-Shirt With Blurred Portrait Print","Black","9.46","$9.46","12.79","$12.79","26","Men T-Shirts","1980","Color: Black
Style: Casual
Style: Street
Pattern Type: Animal
Neckline: Round Neck
Sleeve Length: Short Sleeve
Sleeve Type: Drop Shoulder
Length: Regular
Fit Type: Regular Fit
Fabric: Slight Stretch
Material: Fabric
Composition: 100% Cotton
Care Instructions: Machine wash or professional dry clean
Sheer: No
","100","4.87"
"30477757","sm2402265111120085","https://us.shein.com/Manfinity-Men-s-Tropical-Printed-Shirt-And-Shorts-Set-p-30477757-cat-9037.html","Manfinity Men's Tropical Printed Shirt And Shorts Set","Multicolor","19.99","$19.99","21.39","$21.39","7","Men Shirt Co-ords","9037","Color: Multicolor
Style: Boho
Pattern Type: Tropical
Neckline: Collar
Sleeve Type: Regular Sleeve
Details: Drawstring
Details: Button Front
Bottom Type: Shorts
Fit Type: Regular Fit
Fabric: Non-Stretch
Care Instructions: Machine wash or professional dry clean
Sheer: No
","0","0"
"14884068","sm2304115158753560","https://us.shein.com/Manfinity-Homme-Men-Color-Block-Tee-p-14884068-cat-1980.html","Manfinity Homme Men Color Block Tee","Black","7.19","$7.19","8.99","$8.99","20","Men T-Shirts","1980","Color: Black
Style: Casual
Pattern Type: Colorblock
Neckline: Round Neck
Sleeve Length: Short Sleeve
Sleeve Type: Regular Sleeve
Length: Regular
Fit Type: Regular Fit
Fabric: Slight Stretch
Material: Fabric
Composition: 95% Polyester
Composition: 5% Elastane
Care Instructions: Machine wash or professional dry clean
Sheer: No
","1000","4.95"
"26367288","sm2310176806318747","https://us.shein.com/Manfinity-Homme-Men-s-Plus-Size-Long-Sleeve-T-shirt-p-26367288-cat-6311.html","Manfinity Homme Men's Plus Size Long Sleeve T-shirt","White","13.09","$13.09","14.89","$14.89","12","Men Plus Size T-Shirts","6311","Color: White
Style: Casual
Pattern Type: Plain
Neckline: Round Neck
Sleeve Length: Long Sleeve
Sleeve Type: Raglan Sleeve
Length: Regular
Fit Type: Regular Fit
Fabric: Slight Stretch
Material: Fabric
Composition: 97% Polyester
Composition: 3% Elastane
Care Instructions: Machine wash or professional dry clean
Temperature: Late Fall (10-17℃/50-63℉)
Sheer: No
","54","4.81"
"11437564","sm2208236861801859","https://us.shein.com/Manfinity-EMRG-Men-Drawstring-Waist-Flap-Pocket-Cargo-Pants-p-11437564-cat-1978.html","Manfinity EMRG Men Drawstring Waist Flap Pocket Cargo Pants","Black","12.1","$12.10","21.99","$21.99","45","Men Pants","1978","Color: Black
Style: Street
Pattern Type: Plain
Details: Pocket
Type: Cargo Pants
Closure Type: Drawstring Waist
Waist Line: Natural
Length: Long
Fit Type: Regular Fit
Fabric: Non-Stretch
Material: Fabric
Composition: 100% Polyester
Care Instructions: Machine wash or professional dry clean
Temperature: Late Fall (10-17℃/50-63℉)
Body: Unlined
Sheer: No
","1000","5"
"12737244","sm2212052424388200","https://us.shein.com/Manfinity-Homme-Men-Cotton-Bleach-Wash-Straight-Leg-Jeans-p-12737244-cat-1989.html","Manfinity Homme Men Cotton Bleach Wash Straight Leg Jeans","Light Wash","17.67","$17.67","24.99","$24.99","29","Men Jeans","1989","Color: Light Wash
Pattern Type: Plain
Details: Button
Details: Pocket
Type: Straight Leg
Closure Type: Zipper Fly
Waist Line: Natural
Length: Long
Fit Type: Regular Fit
Fabric: Non-Stretch
Material: Denim
Composition: 73% Cotton
Composition: 18% Polyester
Composition: 9% Viscose
Care Instructions: Machine wash, do not dry clean
Body: Unlined
Sheer: No
","100","4.88"
"3073592","sm2107020996879322","https://us.shein.com/Manfinity-Homme-Men-Drawstring-Waist-Solid-Sweatpants-p-3073592-cat-2988.html","Manfinity Homme Men Drawstring Waist Solid Sweatpants","Black","10.34","$10.34","13.79","$13.79","25","Men Sweatpants","2988","Color: Black
Pattern Type: Plain
Type: Jogger
Details: Drawstring
Closure Type: Drawstring Waist
Waist Line: Natural
Length: Long
Fit Type: Regular Fit
Fabric: Slight Stretch
Material: Fabric
Composition: 100% Polyester
Care Instructions: Machine wash or professional dry clean
Temperature: Spring/Fall (18-25℃/63-77℉)
Body: Unlined
Sheer: No
","1000","4.81"
"13584792","sm2302227636181170","https://us.shein.com/Manfinity-Homme-Men-Letter-Graphic-Tee-p-13584792-cat-1980.html","Manfinity Homme Men Letter Graphic Tee","White","6.95","$6.95","8.99","$8.99","23","Men T-Shirts","1980","Color: White
Style: Casual
Pattern Type: Letter
Neckline: Round Neck
Sleeve Length: Short Sleeve
Sleeve Type: Regular Sleeve
Length: Regular
Fit Type: Regular Fit
Fabric: Slight Stretch
Material: Fabric
Composition: 100% Polyester
Care Instructions: Machine wash or professional dry clean
Sheer: No
","1000","4.93"
"24644214","sm2308219637180080","https://us.shein.com/Manfinity-AFTRDRK-Men-Plus-Lapel-Neck-Single-Button-Lace-Blazer-p-24644214-cat-6318.html","Manfinity AFTRDRK Men Plus Lapel Neck Single Button Lace Blazer","Black","16.19","$16.19","26.99","$26.99","40","Men Plus Size Blazers","6318","Color: Black
Style: Party
Pattern Type: Plain
Details: Double Button
Type: Regular
Neckline: Lapel
Sleeve Length: Long Sleeve
Sleeve Type: Regular Sleeve
Length: Regular
Placket: Double Breasted
Fit Type: Slim Fit
Fabric: Medium Stretch
Material: Knitted Fabric
Composition: 90% Polyamide
Composition: 10% Elastane
Care Instructions: Hand wash,do not dry clean
Temperature: Spring/Fall (18-25℃/63-77℉)
Lined For Added Warmth: No
Body: Unlined
Sheer: Semi-Sheer
","21","5"
"16306840","rm2302249424632909","https://us.shein.com/ROMWE-Street-Life-Men-Floral-Print-Drawstring-Waist-Shorts-p-16306840-cat-1976.html","ROMWE Street Life Men Floral Print Drawstring Waist Shorts","Black","6.38","$6.38","8.99","$8.99","29","Men Shorts","1976","Color: Black
Style: Boho
Pattern Type: Floral
Pattern Type: All Over Print
Details: Drawstring
Details: Pocket
Details: Tie Front
Type: Straight Leg
Closure Type: Drawstring Waist
Waist Line: Natural
Length: Short
Fit Type: Regular Fit
Fabric: Non-Stretch
Material: Fabric
Composition: 100% Polyester
Care Instructions: Machine wash or professional dry clean
Sheer: No
","500","4.93"
"28474731","sm2312085090284852","https://us.shein.com/Men-s-Rose-Print-Short-Sleeve-T-Shirt-p-28474731-cat-1980.html","Men's Rose Print Short Sleeve T-Shirt","Red","6.22","$6.22","8.89","$8.89","30","Men T-Shirts","1980","Color: Red
Style: Casual
Pattern Type: Animal
Pattern Type: Graphic
Pattern Type: Slogan
Neckline: Round Neck
Sleeve Length: Short Sleeve
Sleeve Type: Regular Sleeve
Sleeve Type: Drop Shoulder
Length: Regular
Fit Type: Regular Fit
Fabric: Slight Stretch
Material: Fabric
Composition: 100% Polyester
Care Instructions: Machine wash or professional dry clean
Sheer: No
","100","4.96"
"23245119","sm2203155585466028","https://us.shein.com/Manfinity-Chillmode-Men-Tropical-Print-Tee-Drawstring-Waist-Shorts-p-23245119-cat-1975.html","Manfinity Chillmode Men Tropical Print Tee & Drawstring Waist Shorts","Yellow","12.34","$12.34","17.89","$17.89","31","Men T-Shirt Co-ords","1975","Color: Yellow
Style: Boho
Pattern Type: Tropical
Details: Drawstring
Details: Pocket
Neckline: Round Neck
Top Type: Tee
Bottom Type: Shorts
Sleeve Type: Regular Sleeve
Fit Type: Regular Fit
Fabric: Slight Stretch
Care Instructions: Machine wash, do not dry clean,wash with the soft detergent
Belt: No
Sheer: No
","1000","5"
"16770176","sm2305176041637888","https://us.shein.com/Manfinity-Homme-Men-Plus-Tropical-Print-Shirt-Shorts-p-16770176-cat-9039.html","Manfinity Homme Men Plus Tropical Print Shirt & Shorts","Multicolor","13.99","$13.99","23.49","$23.49","40","Men Plus Size Shirt Co-ords","9039","Color: Multicolor
Style: Boho
Pattern Type: Tropical
Neckline: Collar
Sleeve Length: Short Sleeve
Sleeve Type: Regular Sleeve
Details: Drawstring
Details: Pocket
Details: Button Front
Bottom Type: Shorts
Fit Type: Regular Fit
Number of Pieces: 2 Piece Set
Fabric: Non-Stretch
Care Instructions: Machine wash or professional dry clean
Sheer: No
","42","4.86"
"20799383","sm2307177906991864","https://us.shein.com/Manfinity-Mode-Men-Button-Up-Blazer-Vest-Pants-Without-Shirt-p-20799383-cat-2484.html","Manfinity Mode Men Button Up Blazer Vest & Pants Without Shirt","Coffee Brown","27.73","$27.73","40.19","$40.19","31","Men Suits","2484","Color: Coffee Brown
Style: Work
Pattern Type: Plain
Details: Pocket
Details: Button Front
Sleeve Length: Sleeveless
Fit Type: Regular Fit
Length: Regular
Top Type: Waistcoat
Bottom Type: Pants
Neckline: V neck
Fabric: Slight Stretch
Care Instructions: Machine wash or professional dry clean
Sheer: No
","100","4.88"
"21553670","sm2308159347771198","https://us.shein.com/Men-Letter-Statue-Of-Liberty-Print-Kangaroo-Pocket-Drop-Shoulder-Hoodie-p-21553670-cat-8872.html","Men Letter & Statue Of Liberty Print Kangaroo Pocket Drop Shoulder Hoodie","Dark Grey","14.39","$14.39","16.59","$16.59","13","Men Hoodies","8872","Color: Dark Grey
Style: Casual
Type: Pullovers
Pattern Type: Graphic
Pattern Type: Letter
Details: Pocket
Neckline: Hooded
Sleeve Length: Long Sleeve
Sleeve Type: Drop Shoulder
Length: Regular
Fit Type: Oversized
Fabric: Slight Stretch
Material: Fabric
Composition: 100% Polyester
Care Instructions: Machine wash or professional dry clean
Temperature: Late Fall (10-17℃/50-63℉)
Sheer: No
","100","4.71"
"26115776","sm2309248073993081","https://us.shein.com/Manfinity-Hypemode-Loose-Fit-Men-s-Corduroy-Pants-With-Letter-Patch-Detail-p-26115776-cat-1978.html","Manfinity Hypemode Loose Fit Men's Corduroy Pants With Letter Patch Detail","Brown","13.76","$13.76","18.59","$18.59","26","Men Pants","1978","Color: Brown
Style: Casual
Pattern Type: Letter
Pattern Type: Plain
Details: Drawstring
Details: Patched
Details: Pocket
Type: Straight Leg
Closure Type: Drawstring Waist
Waist Line: Natural
Length: Long
Fit Type: Loose
Fabric: Non-Stretch
Material: Woven Fabric
Composition: 100% Polyester
Care Instructions: Machine wash or professional dry clean
Temperature: Spring/Fall (18-25℃/63-77℉)
Body: Unlined
Sheer: No
","100","4.9"
"29395158","sm2311217758255270","https://us.shein.com/Manfinity-Homme-Knitted-Casual-Short-Sleeve-Shirt-Plus-Size--p-29395158-cat-6309.html","Manfinity Homme Knitted Casual Short Sleeve Shirt (Plus Size)","White","15.69","$15.69","16.79","$16.79","7","Men Plus Size Shirts","6309","Color: White
Style: Casual
Pattern Type: Plain
Details: Button Front
Type: Shirt
Neckline: Shirt Collar
Sleeve Length: Short Sleeve
Sleeve Type: Regular Sleeve
Length: Regular
Placket: Single Breasted
Fit Type: Regular Fit
Fabric: Non-Stretch
Material: Knitted Fabric
Composition: 99% Polyester
Composition: 1% Elastane
Care Instructions: Hand wash or professional dry clean
Body: Unlined
Sheer: No
","2","3.5"
"22233639","sm2308233039119691","https://us.shein.com/Men-1pc-Buckle-Strap-Detail-Flap-Pocket-Cargo-Pants-p-22233639-cat-1978.html","Men Flap Pocket Cargo Pants","Black","12.95","$12.95","15.29","$15.29","15","Men Pants","1978","Color: Black
Style: Street
Pattern Type: Plain
Details: Drawstring
Details: Pocket
Type: Cargo Pants
Closure Type: Drawstring Waist
Waist Line: Natural
Length: Long
Fit Type: Regular Fit
Fabric: Non-Stretch
Material: Fabric
Composition: 100% Polyester
Care Instructions: Machine wash or professional dry clean
Temperature: Spring/Fall (18-25℃/63-77℉)
Body: Unlined
Sheer: No
","500","4.86"
"25411888","sm2310067678694170","https://us.shein.com/Manfinity-Loose-Fit-Men-s-Cargo-Shorts-With-Flap-Pockets-On-The-Side-p-25411888-cat-1976.html","Manfinity Loose Fit Men's Cargo Shorts With Flap Pockets On The Side","Army Green","13.49","$13.49","15.69","$15.69","14","Men Shorts","1976","Color: Army Green
Style: Street
Pattern Type: Plain
Details: Pocket
Type: Wide Leg
Closure Type: Zipper Fly
Waist Line: Natural
Length: Short
Fit Type: Loose
Fabric: Non-Stretch
Material: Woven Fabric
Composition: 100% Polyester
Care Instructions: Machine wash or professional dry clean
Sheer: No
","500","4.91"
"1508700","smpants03200813063","https://us.shein.com/Manfinity-Homme-Men-Cotton-Distressed-Skinny-Leg-Denim-Overalls-p-1508700-cat-1989.html","Manfinity Homme Men Cotton Distressed Skinny Leg Denim Overalls","Light Wash","26.89","$26.89","30.79","$30.79","13","Men Jeans","1989","Color: Light Wash
Pattern Type: Plain
Details: Pocket
Details: Zipper
Details: Ripped
Type: Skinny
Waist Line: Natural
Length: Long
Fit Type: Regular Fit
Fabric: Non-Stretch
Material: Denim
Composition: 71% Cotton
Composition: 27% Polyester
Composition: 2% Elastane
Care Instructions: Machine wash, do not dry clean
Body: Unlined
Sheer: No
","1000","5"
"21950037","sm2307274964541544","https://us.shein.com/Manfinity-Homme-Men-Letter-Embroidery-Hooded-Teddy-Sweatshirt-p-21950037-cat-8872.html","Manfinity Homme Men Letter Embroidery Hooded Teddy Sweatshirt","White","15.79","$15.79","18.19","$18.19","13","Men Hoodies","8872","Color: White
Style: Casual
Type: Pullovers
Pattern Type: Letter
Details: Embroidery
Neckline: Hooded
Sleeve Length: Long Sleeve
Sleeve Type: Regular Sleeve
Length: Regular
Fit Type: Regular Fit
Fabric: Slight Stretch
Material: Flannelette
Composition: 100% Polyester
Care Instructions: Machine wash, do not dry clean
Temperature: Winter (<10℃/50℉)
Sheer: No
","500","4.89"
"2249530","smtop07210301726","https://us.shein.com/Manfinity-Basics-Men-Cotton-3-Pack-Short-Sleeve-Tee-p-2249530-cat-1980.html","Manfinity Basics Men Cotton 3 Pack Short Sleeve Tee","Multicolor","12.28","$12.28","25.79","$25.79","52","Men T-Shirts","1980","Color: Multicolor
Style: Casual
Pattern Type: Letter
Neckline: Round Neck
Sleeve Length: Short Sleeve
Sleeve Type: Regular Sleeve
Length: Regular
Fit Type: Regular Fit
Fabric: Slight Stretch
Care Instructions: Machine wash or professional dry clean
Sheer: No
","1000","5"
"17513083","sm2306021915779903","https://us.shein.com/Manfinity-Homme-Men-Expression-Print-Drop-Shoulder-Tee-p-17513083-cat-1980.html","Manfinity Homme Men Expression Print Drop Shoulder Tee","Green","6.74","$6.74","8.99","$8.99","25","Men T-Shirts","1980","Color: Green
Style: Casual
Pattern Type: Cartoon
Neckline: Round Neck
Sleeve Length: Short Sleeve
Sleeve Type: Regular Sleeve
Length: Regular
Fit Type: Regular Fit
Fabric: Slight Stretch
Material: Fabric
Composition: 100% Polyester
Care Instructions: Machine wash or professional dry clean
Sheer: No
","1000","5"
"21484652","sm2308045916741343","https://us.shein.com/Manfinity-Men-Plus-Letter-Graphic-Two-Tone-Tee-Shorts-p-21484652-cat-6317.html","Manfinity Men Plus Letter Graphic Two Tone Tee & Shorts","Multicolor","19.99","$19.99","22.49","$22.49","11","Men Plus Size T-Shirt Co-ords","6317","Color: Multicolor
Style: Casual
Pattern Type: Colorblock
Pattern Type: Letter
Details: Pocket
Top Type: Tee
Bottom Type: Track Shorts
Neckline: Round Neck
Sleeve Type: Regular Sleeve
Fit Type: Regular Fit
Number of Pieces: 2 Piece Set
Fabric: Slight Stretch
Care Instructions: Machine wash or professional dry clean
Temperature: Spring/Fall (18-25℃/63-77℉)
Sheer: No
","32","4.72"
"12454933","sm2211246963212227","https://us.shein.com/Manfinity-LEGND-Men-Cotton-Ripped-Skinny-Jeans-p-12454933-cat-1989.html","Manfinity LEGND Men Cotton Ripped Skinny Jeans","Light Wash","19.18","$19.18","27.79","$27.79","31","Men Jeans","1989","Color: Light Wash
Pattern Type: Plain
Details: Pocket
Details: Ripped
Type: Skinny
Closure Type: Zipper Fly
Waist Line: Natural
Length: Long
Fit Type: Skinny
Fabric: Medium Stretch
Material: Denim
Composition: 65% Cotton
Composition: 23% Polyester
Composition: 10% Viscose
Composition: 2% Elastane
Care Instructions: Machine wash, do not dry clean
Body: Unlined
Sheer: No
","500","4.89"
"25613408","sm2310263508438440","https://us.shein.com/Manfinity-Men-s-Elastic-Waist-Drawstring-Jogger-Pants-p-25613408-cat-2988.html","Manfinity Men's Elastic Waist Drawstring Jogger Pants","White","8.86","$8.86","15.39","$15.39","42","Men Sweatpants","2988","Color: White
Pattern Type: Plain
Details: Pocket
Type: Jogger
Details: Drawstring
Closure Type: Drawstring Waist
Waist Line: Natural
Length: Cropped
Fit Type: Loose
Fabric: Slight Stretch
Material: Fabric
Composition: 100% Polyester
Care Instructions: Machine wash or professional dry clean
Temperature: Late Fall (10-17℃/50-63℉)
Body: Unlined
Sheer: No
","1000","4.89"
"21877762","sm2308033462352672","https://us.shein.com/Manfinity-Men-Solid-Tank-Top-p-21877762-cat-6274.html","SHEIN X HATTAN Manfinity Homme Men Solid Tank Top","Black","3.8","$3.80","8.99","$8.99","58","Men Tank Tops","6274","Color: Black
Style: Casual
Pattern Type: Plain
Neckline: Round Neck
Sleeve Length: Sleeveless
Length: Regular
Fit Type: Regular Fit
Fabric: Slight Stretch
Material: Fabric
Composition: 97% Polyester
Composition: 3% Elastane
Care Instructions: Machine wash or professional dry clean
Sheer: No
","500","4.88"
"27626815","sm2311030156611703","https://us.shein.com/Manfinity-Homme-Men-s-Plus-Size-Solid-Color-Lapel-Two-Piece-Set-p-27626815-cat-9040.html","Manfinity Homme Men's Plus Size Solid Color Lapel Two-Piece Set","Brown","26.89","$26.89","30.89","$30.89","13","Men Plus Size Polo Co-ords","9040","Color: Brown
Style: Casual
Pattern Type: Plain
Neckline: Lapel
Sleeve Type: Regular Sleeve
Details: Pocket
Details: Contrast Binding
Details: Button Front
Bottom Type: Pants
Fit Type: Regular Fit
Fabric: Medium Stretch
Care Instructions: Hand wash or professional dry clean
Sheer: No
","1","5"
"7510642","sm2111172239223812","https://us.shein.com/Manfinity-Homme-Men-2pcs-Patched-Detail-Drawstring-Oversize-Shorts-p-7510642-cat-1976.html","Manfinity Homme Men 2pcs Patched Detail Drawstring Oversize Shorts","Multicolor","13.78","$13.78","24.59","$24.59","44","Men Shorts","1976","Color: Multicolor
Style: Casual
Pattern Type: Plain
Details: Drawstring
Details: Patched
Details: Pocket
Type: Straight Leg
Closure Type: Drawstring Waist
Waist Line: Natural
Length: Short
Fit Type: Loose
Fabric: Non-Stretch
Material: Fabric
Composition: 100% Polyester
Care Instructions: Machine wash or professional dry clean
Sheer: No
Number of Pieces: 2 Piece Set
","1000","5"
"23081567","sm2309018364119229","https://us.shein.com/Manfinity-Homme-Men-Camo-Print-Flap-Pocket-Cargo-Pants-p-23081567-cat-1978.html","Manfinity Homme Men Camo Print Flap Pocket Cargo Pants","Black","14.32","$14.32","19.09","$19.09","25","Men Pants","1978","Color: Black
Style: Street
Pattern Type: Camo
Details: Drawstring
Details: Pocket
Type: Jogger
Closure Type: Drawstring Waist
Waist Line: Natural
Length: Long
Fit Type: Regular Fit
Fabric: Non-Stretch
Material: Woven Fabric
Composition: 100% Polyester
Care Instructions: Machine wash or professional dry clean
Temperature: Spring/Fall (18-25℃/63-77℉)
Body: Unlined
Sheer: No
","1000","4.75"
"21436618","sm2308040105601155","https://us.shein.com/Manfinity-Men-3pcs-Solid-Polo-Shirt-p-21436618-cat-1981.html","Manfinity Men 3pcs Solid Polo Shirt","Multicolor","20.14","$20.14","29.19","$29.19","31","Men Polo Shirts","1981","Color: Multicolor
Style: Casual
Pattern Type: Plain
Neckline: Polo
Details: Button Front
Sleeve Length: Short Sleeve
Sleeve Type: Regular Sleeve
Length: Regular
Fit Type: Regular Fit
Fabric: Slight Stretch
Material: Fabric
Composition: 100% Polyester
Care Instructions: Machine wash or professional dry clean
Sheer: No
","100","4.97"
"27711756","sm2311173129795371","https://us.shein.com/Manfinity-Mode-Plus-Size-Men-S-Suit-Vest-And-Dress-Pants-Set-p-27711756-cat-6321.html","Manfinity Mode Plus Size Men'S Suit Vest And Dress Pants Set","Dark Grey","33.69","$33.69","38.89","$38.89","13","Men Plus Size Suits","6321","Color: Dark Grey
Style: Work
Style: Party
Pattern Type: Plain
Details: Pocket
Details: Button Front
Top Type: Blazer
Top Type: Waistcoat
Bottom Type: Pants
Neckline: V neck
Sleeve Type: Regular Sleeve
Fit Type: Regular Fit
Fabric: Slight Stretch
Care Instructions: Machine wash or professional dry clean
Sheer: No
","10","5"
"12632723","sm2212141701654113","https://us.shein.com/Manfinity-Homme-Men-Two-Tone-Letter-Graphic-Kangaroo-Pocket-Drawstring-Thermal-Lined-Hoodie-p-12632723-cat-8872.html","Manfinity Homme Men Two Tone Letter Graphic Kangaroo Pocket Drawstring Thermal Lined Hoodie","Dark Grey","6.45","$6.45","15.39","$15.39","58","Men Hoodies","8872","Color: Dark Grey
Style: Casual
Type: Pullovers
Pattern Type: Colorblock
Pattern Type: Letter
Details: Drawstring
Details: Pocket
Neckline: Hooded
Sleeve Length: Long Sleeve
Sleeve Type: Regular Sleeve
Length: Regular
Fit Type: Regular Fit
Fabric: Non-Stretch
Material: Fabric
Composition: 100% Polyester
Care Instructions: Machine wash or professional dry clean
Temperature: Late Fall (10-17℃/50-63℉)
Lined For Added Warmth: Yes
Sheer: No
","1000","4.94"
"25846305","rm2308144834295898","https://us.shein.com/ROMWE-Street-Life-Men-Letter-Graphic-Drop-Shoulder-Tee-p-25846305-cat-1980.html","ROMWE Street Life Men Letter Graphic Drop Shoulder Tee","Black","9.37","$9.37","12.49","$12.49","25","Men T-Shirts","1980","Color: Black
Style: Casual
Style: Street
Pattern Type: Animal
Pattern Type: Letter
Neckline: Round Neck
Sleeve Length: Half Sleeve
Sleeve Type: Drop Shoulder
Length: Regular
Fit Type: Regular Fit
Fabric: Slight Stretch
Material: Fabric
Composition: 100% Cotton
Care Instructions: Machine wash or professional dry clean
Sheer: No
","500","4.95"
"27786573","rm2310277060000911","https://us.shein.com/ROMWE-Grunge-Punk-Men-s-Slogan-Printed-T-shirt-p-27786573-cat-1980.html","ROMWE Grunge Punk Men's Slogan Printed T-shirt","Black","9.52","$9.52","12.69","$12.69","25","Men T-Shirts","1980","Color: Black
Style: Casual
Style: Street
Pattern Type: Letter
Neckline: Round Neck
Sleeve Length: Short Sleeve
Sleeve Type: Drop Shoulder
Length: Regular
Fit Type: Regular Fit
Fabric: Slight Stretch
Material: Fabric
Composition: 100% Cotton
Care Instructions: Machine wash, do not dry clean
Sheer: No
","59","5"
"28416413","sm2312156729671066","https://us.shein.com/Extended-Sizes-Men-s-Plus-Size-Drawstring-Waist-Slanted-Pocket-Cargo-Pants-p-28416413-cat-6326.html","Extended Sizes Men's Plus Size Drawstring Waist Slanted Pocket Cargo Pants","Grey","10.5","$10.50","15.79","$15.79","34","Men Plus Size Pants","6326","Color: Grey
Style: Street
Pattern Type: Plain
Details: Drawstring
Details: Pocket
Type: Jogger
Closure Type: Drawstring Waist
Waist Line: Natural
Length: Long
Fit Type: Regular Fit
Fabric: Non-Stretch
Material: Woven Fabric
Composition: 100% Polyester
Care Instructions: Hand wash,do not dry clean
Temperature: Spring/Fall (18-25℃/63-77℉)
Pockets: Yes
Lined For Added Warmth: No
Body: No
Belt: No
Sheer: No
","11","4.82"
"12805280","sm2212240667063822","https://us.shein.com/Manfinity-Homme-Men-Contrast-Plaid-Collar-Polo-Shirt-p-12805280-cat-1981.html","Manfinity Homme Men Contrast Plaid Collar Polo Shirt","White","6.47","$6.47","11.29","$11.29","43","Men Polo Shirts","1981","Color: White
Style: Work
Pattern Type: Plaid
Neckline: Polo
Details: Contrast Collar
Details: Button Front
Sleeve Length: Short Sleeve
Sleeve Type: Regular Sleeve
Length: Regular
Fit Type: Regular Fit
Fabric: Slight Stretch
Material: Knitted Fabric
Composition: 100% Polyester
Care Instructions: Machine wash or professional dry clean
Sheer: No
","500","4.89"
"11526794","sm2209052842228888","https://us.shein.com/Manfinity-LEGND-Men-Cotton-Solid-Ripped-Jeans-p-11526794-cat-1989.html","Manfinity LEGND Men Cotton Solid Ripped Jeans","Black","15.59","$15.59","22.29","$22.29","30","Men Jeans","1989","Color: Black
Pattern Type: Plain
Details: Ripped
Type: Skinny
Closure Type: Zipper Fly
Waist Line: Natural
Length: Long
Fit Type: Skinny
Fabric: Medium Stretch
Material: Denim
Composition: 61% Cotton
Composition: 31% Polyester
Composition: 7% Viscose
Composition: 1% Elastane
Care Instructions: Machine wash, do not dry clean
Body: Unlined
Sheer: No
","1000","4.91"
"14276045","sm2302200955522572","https://us.shein.com/Manfinity-RSRT-Men-Plus-Floral-Print-Shirt-p-14276045-cat-6309.html","Manfinity RSRT Men Plus Floral Print Shirt","Multicolor","11.33","$11.33","12.59","$12.59","10","Men Plus Size Shirts","6309","Color: Multicolor
Style: Boho
Pattern Type: Floral
Pattern Type: All Over Print
Details: Button Front
Type: Shirt
Neckline: Collar
Sleeve Length: Short Sleeve
Sleeve Type: Regular Sleeve
Length: Long
Placket: Single Breasted
Fit Type: Regular Fit
Fabric: Non-Stretch
Material: Woven Fabric
Composition: 95% Polyester
Composition: 5% Elastane
Care Instructions: Machine wash or professional dry clean
Sheer: No
","100","4.81"
"16679257","sm2305243398723283","https://us.shein.com/Men-Coconut-Tree-Slogan-Graphic-Tee-p-16679257-cat-1980.html","Men Coconut Tree & Slogan Graphic Tee","White","8.99","$8.99","9.49","$9.49","5","Men T-Shirts","1980","Color: White
Style: Casual
Pattern Type: Tropical
Pattern Type: Slogan
Neckline: Round Neck
Sleeve Length: Half Sleeve
Sleeve Type: Drop Shoulder
Length: Regular
Fit Type: Regular Fit
Fabric: Slight Stretch
Material: Fabric
Composition: 100% Polyester
Care Instructions: Machine wash or professional dry clean
Sheer: No
","500","4.92"
"19645502","sm2306296726428722","https://us.shein.com/Manfinity-Loose-Fit-Men-s-Cargo-Shorts-With-Flap-Pocket-And-Drawstring-Waist-p-19645502-cat-1976.html","Manfinity Loose Fit Men's Cargo Shorts With Flap Pocket And Drawstring Waist","Black","10.79","$10.79","13.49","$13.49","20","Men Shorts","1976","Color: Black
Style: Street
Pattern Type: Plain
Details: Drawstring
Details: Pocket
Details: Tie Front
Type: Straight Leg
Closure Type: Drawstring Waist
Waist Line: Natural
Length: Short
Fit Type: Loose
Fabric: Non-Stretch
Material: Woven Fabric
Composition: 100% Polyester
Care Instructions: Machine wash or professional dry clean
Sheer: No
","1000","4.94"
